0.43458585,0.0910883167,25,33.27521885
9.7628258833,2.1379788167,31,45.2438922167
12.6892105667,4.9522291167,25,45.34066065
9.5126859667,1.3250335167,30,39.4228424333
13.4124388167,1.42671755,31,32.4265397667
15.2061503667,4.1416696833,31,35.1318576167
10.9943321,0.5927870667,32,33.0622997167
7.0836095167,6.9954160833,32,28.5032158167
12.8785222833,0.6306331833,22,22.10022545
5.1507306,3.19531935,30,28.2215706167
8.1677816833,9.1207639667,18,41.8795419333
5.1479882667,1.7562692833,30,75.2674241667
4.9488129167,2.37067995,31,23.1390944167
6.9711871333,1.3420661167,34,44.4175510667
6.1177406333,3.2751100833,30,25.8924139667
9.5042232667,2.0226219833,33,33.99938425
8.9130217333,12.0342886333,32,50.9303199
10.0990677,0.11527555,32,41.0298610167
8.5844737,15.74966815,29,35.48832765
7.2675793333,1.4245299333,33,38.6517489667
9.9677248833,7.8896556833,30,36.5018725333
9.81094685,4.13567895,33,35.2637538333
9.41090605,5.0961854,27,27.5010391667
10.9831630833,3.0711436833,33,36.1076033167
7.8815376333,6.7347490333,29,35.2066717
7.7661356167,1.59924195,25,18.9067035667
7.8356259,4.5275942,30,32.6074705
6.4885791,0.9044876667,26,23.1870760333
6.1009207833,3.8135971667,31,26.67989715
5.5023681,0.3682307667,34,28.5938400833
4.320509,0.7734365,28,44.0375312167
6.9768948833,1.7637536667,25,28.7915053333
8.1153122333,1.8369358833,30,41.5018819667
8.6061746333,0.5394542167,30,32.67108655
6.8021558,10.1641491833,28,27.8228331333
12.7591163167,8.9850928,30,52.3653513333
15.5463797833,9.2081166,30,49.26507775
14.2982612333,6.0391524833,29,43.85216115
14.3459311,14.6992369333,25,43.9455737667
12.07383005,8.3794184667,31,38.44655145
13.0850202,11.4534219667,34,60.48726245
19.6214295667,5.6429062,31,43.8128083
5.6974365,0.43972455,30,57.7994743333
12.35315635,4.3628366333,30,29.2347792833
18.0982430833,2.5359450667,29,40.68647975
5.6976038,16.4538513,31,58.6094927333
14.5288386,19.1824014167,32,84.4263565667
11.99023025,11.7177581,30,42.9229201167
11.4239184833,0.5662302833,22,47.5430062333
5.4427474167,19.9788481167,33,50.3698037167
5.7695161,7.9365039667,30,31.4089734
6.4772421667,1.0698881833,28,27.4741521167
